satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary,sales,employee_id
0.91,0.67,3,143,3,0,0,0,low,support,7301
0.52,0.63,3,230,2,0,0,0,medium,support,7302
0.59,0.68,5,243,2,0,0,0,medium,support,7303
0.61,0.71,3,152,4,1,0,0,medium,support,7304
0.78,0.78,3,252,3,0,0,0,medium,support,7305
0.44,0.67,3,113,2,0,0,0,low,support,7306
0.8,0.97,4,259,2,0,0,0,low,support,7307
0.54,0.6,4,139,5,0,0,0,low,support,7308
0.96,0.91,4,228,3,1,0,0,low,support,7309
0.98,0.49,4,214,3,0,0,0,low,technical,7310
0.83,0.91,4,210,4,0,0,0,low,technical,7311
0.64,0.89,4,146,3,0,0,0,low,technical,7312
0.51,0.78,3,155,2,0,0,0,low,management,7313
0.31,0.42,2,169,5,0,0,0,low,IT,7314
0.53,0.68,3,258,3,0,0,0,low,IT,7315
0.81,0.53,3,258,2,0,0,0,low,IT,7316
0.17,0.85,3,168,4,0,0,0,low,IT,7317
0.72,0.98,3,211,2,0,0,0,low,IT,7318
0.49,0.49,2,245,3,0,0,0,low,product_mng,7319
0.81,0.95,3,204,2,0,0,0,low,product_mng,7320
0.75,0.98,2,161,3,0,0,0,low,product_mng,7321
0.74,0.73,3,267,3,0,0,0,low,product_mng,7322
0.82,0.73,3,183,3,0,0,0,low,IT,7323
0.36,0.4,2,105,3,0,0,0,low,RandD,7324
0.89,0.55,3,260,2,0,0,0,low,RandD,7325
0.78,0.87,3,183,4,0,0,0,low,RandD,7326
0.81,0.56,4,262,3,0,0,0,medium,RandD,7327
0.61,0.78,4,244,4,0,0,0,medium,RandD,7328
0.23,0.96,4,242,6,0,0,0,medium,marketing,7329
0.73,1,4,146,3,0,0,0,medium,sales,7330
0.4,0.65,4,252,6,0,0,0,medium,accounting,7331
0.99,0.63,5,229,2,0,0,0,medium,support,7332
0.62,0.54,4,170,3,0,0,0,medium,technical,7333
0.61,0.93,3,250,4,0,0,0,medium,management,7334
0.9,0.98,2,243,3,0,0,0,medium,marketing,7335
0.93,0.67,4,135,3,1,0,0,medium,marketing,7336
0.52,0.75,4,266,3,0,0,0,medium,marketing,7337
0.77,0.72,4,223,3,0,0,0,medium,sales,7338
0.59,0.76,4,234,3,0,0,0,high,sales,7339
0.51,0.59,4,187,3,0,0,0,low,sales,7340
0.67,0.95,3,229,3,0,0,0,medium,sales,7341
0.95,0.65,3,155,2,1,0,0,medium,sales,7342
0.75,0.76,3,246,3,0,0,0,medium,sales,7343
0.54,0.61,3,152,3,0,0,0,medium,sales,7344
0.45,0.71,2,172,2,0,0,0,low,sales,7345
0.66,0.66,4,255,5,0,0,0,low,sales,7346
0.36,0.69,3,98,2,0,0,0,low,sales,7347
0.3,0.47,6,141,6,0,0,0,low,sales,7348
0.61,0.63,4,146,4,1,0,0,low,sales,7349
0.71,0.7,4,213,3,0,0,0,low,sales,7350
0.6,0.99,4,160,3,0,0,0,low,sales,7351
0.19,0.61,3,272,4,0,0,0,low,sales,7352
0.91,1,4,125,4,0,0,0,medium,sales,7353
0.98,0.69,3,152,2,0,0,0,medium,sales,7354
0.9,0.78,3,162,2,0,0,0,medium,sales,7355
0.73,0.94,3,251,6,0,0,0,medium,sales,7356
0.52,0.56,3,225,3,0,0,0,medium,accounting,7357
0.77,0.56,3,236,3,1,0,0,medium,accounting,7358
0.98,0.62,3,203,2,0,0,0,medium,accounting,7359
0.79,0.5,4,252,3,1,0,0,medium,hr,7360
0.73,0.91,3,135,2,0,0,0,medium,hr,7361
0.97,0.95,3,257,2,0,0,0,medium,hr,7362
0.38,0.6,5,145,5,0,0,0,medium,hr,7363
0.59,0.48,5,267,3,0,0,0,medium,technical,7364
0.73,0.79,4,208,5,0,0,0,medium,technical,7365
0.84,0.53,4,206,3,0,0,0,medium,technical,7366
0.61,0.59,4,247,2,0,0,0,medium,technical,7367
0.79,0.78,2,228,2,0,0,0,medium,technical,7368
0.73,0.91,4,248,2,1,0,0,medium,technical,7369
0.22,0.9,4,209,5,0,0,0,medium,technical,7370
0.84,0.52,5,171,3,0,0,0,medium,technical,7371
0.21,0.85,6,221,5,0,0,0,medium,technical,7372
0.44,0.69,2,173,2,0,0,0,medium,technical,7373
0.2,0.52,5,218,5,0,0,0,medium,technical,7374
0.51,0.86,4,223,3,1,0,0,medium,support,7375
0.55,0.98,3,169,2,0,0,0,medium,support,7376
0.24,0.38,6,109,2,0,0,0,medium,support,7377
0.65,0.77,4,273,2,0,0,0,high,support,7378
0.44,0.42,3,178,3,0,0,0,high,support,7379
0.98,0.67,4,189,4,0,0,0,high,support,7380
0.69,0.8,5,203,2,1,0,0,high,support,7381
0.71,0.56,3,177,4,0,0,0,high,support,7382
0.54,0.71,5,253,2,1,0,0,high,support,7383
0.77,0.98,3,273,3,0,0,0,high,support,7384
0.53,0.43,2,139,3,0,0,0,high,support,7385
0.64,0.72,3,185,2,1,0,0,high,technical,7386
0.69,0.59,5,182,4,0,0,0,high,technical,7387
0.93,0.71,5,270,2,0,0,0,high,technical,7388
0.58,0.65,3,139,4,0,0,0,high,management,7389
0.33,0.46,5,261,6,1,0,0,low,IT,7390
0.95,0.57,3,238,3,0,0,0,low,IT,7391
0.65,0.9,3,241,3,0,0,0,low,IT,7392
0.9,0.7,3,223,2,0,0,0,low,IT,7393
0.59,0.8,3,258,3,1,0,0,low,IT,7394
0.88,0.55,4,205,4,0,0,0,low,product_mng,7395
0.63,0.83,4,243,4,0,0,0,low,product_mng,7396
0.53,0.61,4,198,2,0,0,0,low,product_mng,7397
0.63,0.64,4,178,3,0,0,0,low,product_mng,7398
0.96,0.76,4,158,3,0,0,0,low,IT,7399
0.7,0.73,3,194,2,0,0,0,low,RandD,7400
0.73,0.36,4,253,2,1,0,0,low,RandD,7401
0.94,0.8,4,228,2,0,0,0,low,RandD,7402
0.82,0.58,5,227,3,0,0,0,low,RandD,7403
0.44,0.63,3,162,2,0,0,0,low,RandD,7404
0.58,0.9,5,257,3,0,0,0,medium,marketing,7405
0.55,0.97,2,140,2,0,0,0,medium,sales,7406
0.92,0.84,3,164,2,0,0,0,medium,accounting,7407
0.91,0.59,4,177,4,0,0,0,medium,support,7408
0.69,0.61,4,260,4,0,0,0,medium,technical,7409
0.23,0.7,4,233,2,0,0,0,medium,management,7410
0.21,0.81,4,227,5,0,0,0,medium,marketing,7411
0.51,0.6,4,140,3,0,0,0,medium,marketing,7412
0.73,0.74,3,254,4,1,0,0,medium,marketing,7413
0.65,0.67,3,245,3,0,0,0,medium,sales,7414
0.64,0.48,2,157,2,0,0,0,medium,sales,7415
0.77,0.49,3,265,3,0,0,0,medium,sales,7416
0.71,0.79,4,261,3,0,0,0,high,sales,7417
0.2,0.38,6,212,6,0,0,0,high,sales,7418
0.99,0.57,4,216,3,0,0,0,high,sales,7419
0.77,0.57,4,238,3,0,0,0,high,sales,7420
0.8,0.56,2,204,3,0,0,0,high,sales,7421
0.97,0.5,4,216,2,0,0,0,high,sales,7422
0.89,0.53,4,208,3,0,0,0,high,sales,7423
0.97,0.7,4,218,2,0,0,0,high,sales,7424
0.23,0.99,5,176,4,1,0,0,low,sales,7425
0.6,0.75,4,144,2,0,0,0,low,sales,7426
0.52,0.63,5,241,3,0,0,0,low,sales,7427
0.86,0.63,3,271,2,0,0,0,low,sales,7428
0.86,0.95,4,184,3,0,0,0,low,sales,7429
0.76,0.58,3,262,2,0,0,0,low,sales,7430
0.79,0.77,6,233,6,0,0,0,low,sales,7431
0.35,0.52,3,155,3,0,0,0,low,sales,7432
1,0.97,5,141,2,0,0,0,medium,accounting,7433
0.2,0.8,6,251,5,0,0,0,medium,accounting,7434
0.57,0.62,5,141,3,0,0,0,medium,accounting,7435
0.23,0.46,4,274,5,1,0,0,medium,hr,7436
0.82,0.97,3,160,2,0,0,0,medium,hr,7437
0.98,0.8,3,166,2,0,0,0,medium,hr,7438
0.52,0.7,4,219,3,0,0,0,medium,hr,7439
0.96,0.61,4,158,6,0,0,0,medium,technical,7440
0.69,0.64,4,190,4,0,0,0,medium,technical,7441
0.92,0.77,5,191,2,0,0,0,medium,technical,7442
0.91,0.43,4,117,5,1,0,0,medium,technical,7443
0.85,0.96,4,240,6,0,0,0,medium,technical,7444
0.91,0.77,4,239,2,0,0,0,medium,technical,7445
0.79,0.55,4,145,3,0,0,0,medium,technical,7446
0.74,0.95,3,157,4,0,0,0,medium,technical,7447
0.73,0.72,3,166,3,0,0,0,medium,technical,7448
0.55,0.98,4,137,2,0,0,0,medium,technical,7449
0.79,0.97,5,208,4,1,0,0,medium,technical,7450
0.53,0.51,4,174,2,0,0,0,medium,support,7451
0.7,0.6,3,267,3,0,0,0,medium,support,7452
0.74,0.56,3,125,6,0,0,0,medium,support,7453
0.95,0.76,4,220,3,0,0,0,medium,support,7454
0.49,0.57,4,141,3,0,0,0,medium,support,7455
0.79,0.9,5,146,3,1,0,0,high,support,7456
0.99,0.86,3,166,2,0,0,0,low,support,7457
0.56,0.79,4,197,2,0,0,0,medium,support,7458
0.7,0.79,4,240,2,0,0,0,medium,support,7459
0.93,0.65,4,258,3,0,0,0,medium,support,7460
0.46,0.66,6,229,3,0,0,0,medium,support,7461
0.24,0.61,5,252,4,0,0,0,medium,technical,7462
0.32,0.41,3,138,3,1,0,0,medium,technical,7463
0.5,0.78,4,208,3,1,0,0,medium,technical,7464
0.58,0.72,3,113,3,1,0,0,medium,management,7465
0.83,0.81,4,209,4,0,0,0,medium,IT,7466
0.57,0.42,2,248,4,0,0,0,medium,IT,7467
0.51,0.83,5,161,3,0,0,0,low,IT,7468
0.65,0.96,2,246,2,1,0,0,low,IT,7469
0.52,0.41,3,283,3,0,0,0,low,IT,7470
0.77,0.7,3,145,2,0,0,0,low,product_mng,7471
0.42,0.77,3,270,3,0,0,0,low,product_mng,7472
0.68,0.79,4,273,4,0,0,0,low,product_mng,7473
0.83,0.92,4,187,6,1,0,0,low,product_mng,7474
0.66,0.63,3,166,3,0,0,0,high,IT,7475
0.75,0.57,3,158,2,1,0,0,low,RandD,7476
0.65,0.48,4,229,3,0,0,0,high,RandD,7477
0.49,0.6,3,191,3,1,0,0,high,RandD,7478
0.77,0.96,3,232,2,1,0,0,low,RandD,7479
0.65,0.97,3,198,3,0,0,0,low,RandD,7480
0.65,0.49,5,238,4,0,0,0,high,marketing,7481
0.44,0.58,2,157,2,0,0,0,low,sales,7482
0.61,0.72,4,134,2,0,0,0,medium,accounting,7483
0.98,0.89,3,150,3,0,0,0,high,support,7484
0.68,0.88,5,256,2,0,0,0,medium,technical,7485
0.58,0.5,3,208,3,0,0,0,medium,management,7486
0.81,0.92,3,136,3,0,0,0,medium,marketing,7487
0.76,0.5,4,136,3,0,0,0,medium,marketing,7488
0.14,0.93,4,180,4,0,0,0,high,marketing,7489
0.49,0.91,3,227,3,0,0,0,medium,sales,7490
0.97,0.78,5,156,3,0,0,0,medium,sales,7491
0.91,0.6,4,133,4,1,0,0,medium,sales,7492
0.15,0.98,2,96,2,0,0,0,high,sales,7493
0.82,0.63,3,171,3,0,0,0,medium,sales,7494
0.67,0.87,3,177,4,0,0,0,high,sales,7495
0.5,0.96,4,274,3,0,0,0,low,sales,7496
0.57,0.39,2,145,3,0,0,0,medium,sales,7497
0.99,0.94,5,221,2,0,0,0,medium,sales,7498
0.97,0.94,3,202,2,0,0,0,medium,sales,7499
0.93,0.58,5,238,2,0,0,0,medium,sales,7500
0.62,0.6,4,170,2,0,0,0,low,sales,7501
0.62,0.51,4,208,2,1,0,0,low,sales,7502
0.96,0.61,4,199,3,0,0,0,low,sales,7503
0.98,0.96,4,253,3,0,0,0,low,sales,7504
0.52,0.57,4,239,3,0,0,0,low,sales,7505
0.56,0.77,5,279,4,0,0,0,low,sales,7506
0.14,0.41,6,114,3,0,0,0,low,sales,7507
0.29,0.38,6,105,5,0,0,0,low,sales,7508
0.76,0.81,4,193,3,1,0,0,low,accounting,7509
0.39,0.58,3,152,3,1,0,0,low,accounting,7510
0.96,0.72,4,228,2,0,0,0,high,accounting,7511
0.84,0.93,3,242,4,0,0,0,low,hr,7512
0.81,0.62,4,197,3,0,0,0,low,hr,7513
0.51,0.51,5,222,4,0,0,0,low,hr,7514
0.87,0.75,3,222,3,0,0,0,low,hr,7515
0.94,0.77,5,233,4,0,0,0,high,technical,7516
0.69,0.97,4,264,3,0,0,0,low,technical,7517
0.44,0.53,3,132,3,1,0,0,low,technical,7518
0.85,0.55,5,182,3,0,0,0,low,technical,7519
0.18,0.86,6,264,3,0,0,0,high,technical,7520
0.91,0.74,6,253,2,0,0,0,low,technical,7521
0.81,0.83,3,193,3,0,0,0,medium,technical,7522
0.82,0.59,5,143,2,1,0,0,high,technical,7523
0.48,0.79,3,180,2,0,0,0,medium,technical,7524
0.92,0.84,3,220,3,1,0,0,high,technical,7525
0.94,0.88,5,150,4,0,0,0,medium,technical,7526
1,0.56,3,182,3,0,0,0,medium,support,7527
0.96,0.91,3,257,3,0,0,0,medium,support,7528
0.24,0.74,3,269,4,1,0,0,medium,support,7529
0.62,0.89,5,243,3,0,0,0,medium,support,7530
0.55,0.76,4,257,3,0,0,0,medium,support,7531
0.82,0.52,5,233,2,0,0,0,medium,support,7532
0.62,0.56,4,267,4,0,0,0,medium,support,7533
0.61,0.69,4,160,2,1,0,0,high,support,7534
0.72,0.52,3,143,4,1,0,0,low,support,7535
0.45,0.76,4,143,2,1,0,0,medium,support,7536
0.51,0.93,3,162,4,0,0,0,medium,support,7537
0.42,0.53,3,181,5,0,0,0,medium,technical,7538
0.69,0.64,3,286,3,0,0,0,medium,technical,7539
0.61,0.66,2,111,3,0,0,0,medium,technical,7540
0.5,0.98,5,177,4,0,0,0,medium,management,7541
0.25,0.68,4,279,5,1,0,0,medium,IT,7542
0.88,0.89,4,135,3,0,0,0,medium,IT,7543
0.81,0.66,3,160,2,0,0,0,medium,IT,7544
0.75,0.77,3,178,4,0,0,0,high,IT,7545
0.77,0.8,3,147,3,0,0,0,low,IT,7546
0.55,0.72,3,204,2,0,0,0,low,product_mng,7547
0.7,0.73,5,151,2,0,0,0,low,product_mng,7548
0.96,0.78,3,209,2,0,0,0,high,product_mng,7549
0.18,0.73,6,225,4,0,0,0,low,product_mng,7550
0.22,0.62,6,142,3,0,0,0,low,IT,7551
0.95,0.49,3,158,2,0,0,0,low,RandD,7552
0.37,0.71,2,139,4,0,0,0,high,RandD,7553
0.84,0.45,3,263,2,0,0,0,low,RandD,7554
0.8,0.68,3,160,3,0,0,0,low,RandD,7555
0.57,0.55,2,173,2,0,0,0,low,RandD,7556
0.98,0.63,3,169,2,0,0,0,low,marketing,7557
0.95,0.62,3,161,3,0,0,0,low,sales,7558
0.8,0.65,4,172,3,1,0,0,low,accounting,7559
0.52,0.7,3,257,3,0,0,0,low,support,7560
0.31,0.62,2,139,3,0,0,0,medium,technical,7561
0.71,0.59,5,245,2,0,0,0,medium,management,7562
0.71,0.85,3,260,3,0,0,0,medium,marketing,7563
0.5,0.96,5,229,4,0,0,0,medium,marketing,7564
0.95,0.9,2,129,5,0,0,0,medium,marketing,7565
0.95,0.77,3,184,4,0,0,0,medium,sales,7566
0.65,0.85,4,204,3,0,0,0,medium,sales,7567
0.94,0.72,3,152,2,1,0,0,medium,sales,7568
0.72,0.85,4,142,3,0,0,0,medium,sales,7569
0.94,0.79,4,136,2,0,0,0,medium,sales,7570
0.79,0.94,4,216,4,0,0,0,medium,sales,7571
0.6,0.58,3,201,3,0,0,0,medium,sales,7572
0.62,0.76,4,163,3,0,0,0,high,sales,7573
0.94,0.74,4,224,5,0,0,0,low,sales,7574
0.24,0.5,4,209,3,0,0,0,medium,sales,7575
0.17,0.71,5,257,4,1,0,0,medium,sales,7576
0.66,0.83,4,234,4,0,0,0,medium,sales,7577
0.65,0.56,3,221,2,0,0,0,medium,sales,7578
0.51,0.62,2,186,2,0,0,0,low,sales,7579
0.41,0.75,4,199,3,0,0,0,low,sales,7580
0.98,0.99,3,235,3,0,0,0,low,sales,7581
0.96,0.55,5,211,2,0,0,0,low,sales,7582
0.55,0.97,4,136,4,0,0,0,low,sales,7583
0.99,0.71,4,155,3,0,0,0,low,sales,7584
0.51,0.98,4,269,3,0,0,0,low,accounting,7585
0.74,0.9,3,285,3,0,0,0,low,accounting,7586
0.81,0.87,5,241,3,0,0,0,low,accounting,7587
0.51,0.87,3,180,4,0,0,0,low,hr,7588
0.53,0.55,5,224,2,1,0,0,low,hr,7589
0.67,0.48,6,107,2,1,0,0,low,hr,7590
0.68,0.64,2,167,2,0,0,0,low,hr,7591
0.69,0.63,3,137,3,0,0,0,low,technical,7592
0.71,0.65,4,239,3,0,0,0,low,technical,7593
0.64,0.56,3,239,3,0,0,0,low,technical,7594
0.62,0.58,3,148,2,1,0,0,low,technical,7595
0.81,0.5,4,231,3,1,0,0,low,technical,7596
0.84,0.54,4,179,2,0,0,0,low,technical,7597
1,0.67,3,181,2,0,0,0,low,technical,7598
0.72,0.73,5,184,4,1,0,0,low,technical,7599
0.57,0.67,3,207,2,0,0,0,medium,technical,7600
0.73,0.99,4,152,4,0,0,0,medium,technical,7601
0.91,0.59,4,133,4,0,0,0,medium,technical,7602
0.98,0.85,4,178,3,0,0,0,medium,support,7603
0.58,0.95,4,173,3,0,0,0,medium,support,7604
0.73,0.52,2,113,5,1,0,0,medium,support,7605
0.96,0.95,3,236,2,0,0,0,medium,support,7606
0.57,0.98,3,188,5,0,0,0,medium,support,7607
0.77,0.73,3,269,2,0,0,0,medium,support,7608
0.3,0.85,2,203,3,0,0,0,medium,support,7609
0.85,0.75,3,214,3,0,0,0,medium,support,7610
0.49,0.83,2,185,6,0,0,0,medium,support,7611
0.77,0.43,4,265,6,0,0,0,high,support,7612
1,0.99,4,184,4,0,0,0,low,support,7613
0.85,0.74,3,157,3,0,0,0,medium,technical,7614
0.87,0.75,3,258,3,0,0,0,medium,technical,7615
0.9,0.79,3,222,6,1,0,0,medium,technical,7616
0.71,0.8,5,248,4,0,0,0,medium,management,7617
0.59,0.56,5,162,4,0,0,0,low,IT,7618
0.85,0.74,3,250,3,1,0,0,low,IT,7619
0.72,0.82,4,231,3,0,0,0,low,IT,7620
0.73,0.65,3,165,3,0,0,0,low,IT,7621
0.9,0.54,3,272,2,0,0,0,low,IT,7622
0.59,0.65,4,177,2,0,0,0,low,product_mng,7623
0.52,0.9,3,133,3,0,0,0,low,product_mng,7624
0.85,0.49,4,159,3,0,0,0,low,product_mng,7625
0.35,0.4,3,130,3,0,0,0,low,product_mng,7626
0.7,0.68,3,185,4,0,0,0,low,IT,7627
0.58,0.86,3,182,3,0,0,0,low,RandD,7628
0.89,0.5,2,238,4,0,0,0,low,RandD,7629
0.54,0.63,3,211,3,0,0,0,low,RandD,7630
0.55,0.89,4,209,3,0,0,0,low,RandD,7631
0.77,0.62,5,190,3,0,0,0,low,RandD,7632
0.55,0.61,4,272,4,1,0,0,low,marketing,7633
0.6,0.77,3,202,3,0,0,0,low,sales,7634
0.75,0.9,4,185,3,0,0,0,low,accounting,7635
0.57,0.88,3,176,3,0,0,0,low,support,7636
0.69,0.94,4,239,3,0,0,0,low,technical,7637
0.87,0.98,4,238,3,1,0,0,low,management,7638
0.69,0.36,5,269,6,1,0,0,medium,marketing,7639
0.58,0.92,3,232,5,0,0,0,medium,marketing,7640
0.87,0.64,2,148,6,1,0,0,medium,marketing,7641
0.71,0.77,3,149,2,0,0,0,medium,sales,7642
0.74,0.78,4,203,2,0,0,0,medium,sales,7643
0.75,0.53,5,235,3,0,0,0,medium,sales,7644
0.5,0.54,2,269,2,1,0,0,medium,sales,7645
0.59,0.86,4,260,2,0,0,0,medium,sales,7646
0.81,0.84,3,216,3,0,0,0,medium,sales,7647
0.34,0.55,3,136,2,1,0,0,medium,sales,7648
0.53,0.87,5,158,3,0,0,0,medium,sales,7649
0.94,0.85,4,180,4,0,0,0,medium,sales,7650
0.76,0.77,5,133,2,0,0,0,high,sales,7651
0.2,0.58,5,199,4,0,0,0,low,sales,7652
0.97,0.67,3,169,2,1,0,0,medium,sales,7653
0.96,0.72,3,195,2,0,0,0,medium,sales,7654
0.81,0.5,5,205,3,0,0,0,medium,sales,7655
0.2,0.48,4,156,4,1,0,0,medium,sales,7656
0.53,0.71,3,125,2,1,0,0,low,sales,7657
0.75,0.76,3,171,4,0,0,0,low,sales,7658
0.55,0.91,4,199,3,0,0,0,low,sales,7659
0.58,0.65,5,187,2,0,0,0,low,sales,7660
0.99,0.64,4,218,4,0,0,0,low,accounting,7661
0.96,0.86,4,268,3,0,0,0,low,accounting,7662
0.82,0.92,3,257,2,0,0,0,low,accounting,7663
0.88,0.77,4,224,5,1,0,0,low,hr,7664
0.78,0.97,4,221,4,0,0,0,low,hr,7665
0.46,0.47,6,101,5,0,0,0,low,hr,7666
0.88,0.59,3,224,2,0,0,0,low,hr,7667
0.91,0.55,3,223,4,1,0,0,low,technical,7668
0.6,0.68,4,271,4,0,0,0,low,technical,7669
0.82,0.51,3,210,2,0,0,0,low,technical,7670
0.67,0.56,4,241,3,0,0,0,low,technical,7671
0.55,0.61,3,209,3,0,0,0,low,technical,7672
0.73,0.62,5,186,4,0,0,0,low,technical,7673
0.59,0.68,4,273,2,0,0,0,low,technical,7674
0.4,0.65,6,172,2,1,0,0,low,technical,7675
0.56,0.99,3,209,2,0,0,0,low,technical,7676
0.87,0.57,4,175,2,1,0,0,low,technical,7677
0.5,0.53,5,239,3,0,0,0,medium,technical,7678
0.98,0.79,4,231,4,0,0,0,medium,support,7679
0.71,0.96,4,131,3,0,0,0,medium,support,7680
0.72,0.89,4,217,3,0,0,0,medium,support,7681
0.5,0.83,4,242,2,0,0,0,medium,support,7682
0.89,0.56,3,224,2,0,0,0,medium,support,7683
0.56,0.68,3,208,3,1,0,0,medium,support,7684
0.32,0.55,4,167,5,0,0,0,medium,support,7685
0.96,0.88,5,269,2,0,0,0,medium,support,7686
0.67,0.92,4,156,2,0,0,0,medium,support,7687
0.26,0.7,3,238,6,0,0,0,medium,support,7688
0.51,0.9,5,193,4,0,0,0,medium,support,7689
0.16,0.78,4,196,5,0,0,0,high,technical,7690
0.77,0.71,5,233,2,0,0,0,low,technical,7691
0.67,0.52,2,152,5,0,0,0,medium,technical,7692
0.36,0.77,4,252,2,0,0,0,medium,management,7693
0.69,0.82,3,262,5,1,0,0,medium,IT,7694
0.72,0.76,3,261,4,0,0,0,medium,IT,7695
0.72,0.81,4,144,2,0,0,0,low,IT,7696
0.88,0.95,4,234,3,0,0,0,low,IT,7697
0.91,0.55,2,234,2,0,0,0,low,IT,7698
0.96,0.6,4,170,2,1,0,0,low,product_mng,7699
0.49,0.8,3,238,4,0,0,0,low,product_mng,7700
0.59,0.97,5,242,3,0,0,0,low,product_mng,7701
0.8,0.87,4,209,3,0,0,0,low,product_mng,7702
0.91,0.67,4,206,3,0,0,0,low,IT,7703
0.18,0.79,4,240,5,0,0,0,low,RandD,7704
0.94,0.58,5,215,2,0,0,0,low,RandD,7705
0.44,0.61,3,147,4,0,0,0,low,RandD,7706
0.96,0.59,2,265,2,0,0,0,low,RandD,7707
0.55,0.97,4,162,3,0,0,0,low,RandD,7708
0.99,0.54,4,239,3,0,0,0,low,marketing,7709
0.75,0.88,3,224,2,0,0,0,low,sales,7710
0.66,0.78,4,256,3,0,0,0,low,accounting,7711
0.96,0.57,3,263,3,0,0,0,low,support,7712
0.6,0.86,6,272,4,0,0,0,low,technical,7713
0.64,0.78,4,159,4,0,0,0,medium,management,7714
0.85,0.8,4,219,2,0,0,0,medium,marketing,7715
0.3,0.53,3,210,6,0,0,0,medium,marketing,7716
0.74,0.95,4,237,3,1,0,0,medium,marketing,7717
0.14,0.8,5,226,3,0,0,0,medium,sales,7718
0.93,0.76,3,212,3,0,0,0,medium,sales,7719
0.75,0.48,3,250,5,0,0,0,medium,sales,7720
0.58,0.63,4,171,3,0,0,0,medium,sales,7721
0.59,0.6,3,149,4,0,0,0,medium,sales,7722
0.2,0.9,5,228,6,0,0,0,medium,sales,7723
1,0.84,3,215,2,0,0,0,medium,sales,7724
0.51,0.51,3,272,3,0,0,0,medium,sales,7725
0.16,0.72,4,192,6,0,0,0,high,sales,7726
0.77,0.56,5,226,4,0,0,0,low,sales,7727
0.61,0.47,2,149,3,0,0,0,medium,sales,7728
0.73,0.51,3,244,2,0,0,0,medium,sales,7729
0.52,0.85,4,193,3,0,0,0,medium,sales,7730
0.13,0.72,4,247,3,0,0,0,medium,sales,7731
0.73,0.62,3,181,3,0,0,0,low,sales,7732
0.39,0.68,2,137,3,1,0,0,low,sales,7733
0.92,0.8,3,211,4,0,0,0,low,sales,7734
0.34,0.78,5,137,4,0,0,0,low,sales,7735
0.94,0.51,4,229,2,1,0,0,low,sales,7736
0.82,0.65,4,168,3,0,0,0,low,accounting,7737
0.26,0.69,4,180,3,1,0,0,low,accounting,7738
0.78,0.53,4,177,2,0,0,0,low,accounting,7739
0.61,0.95,4,191,2,0,0,0,low,hr,7740
0.5,0.53,3,191,2,1,0,0,low,hr,7741
0.52,0.96,4,125,3,0,0,0,low,hr,7742
0.89,0.79,4,152,3,0,0,0,low,hr,7743
0.85,0.52,4,174,2,0,0,0,low,technical,7744
0.62,0.86,4,135,3,0,0,0,low,technical,7745
0.38,0.67,2,117,3,0,0,0,low,technical,7746
0.55,0.49,2,180,5,1,0,0,low,technical,7747
0.83,0.84,4,146,3,0,0,0,low,technical,7748
0.62,0.65,3,249,3,0,0,0,low,technical,7749
0.6,0.54,3,136,3,1,0,0,low,technical,7750
0.62,0.5,4,198,3,1,0,0,low,technical,7751
0.23,0.88,5,201,3,0,0,0,low,technical,7752
0.13,0.74,6,132,4,1,0,0,medium,technical,7753
0.96,0.63,4,142,4,0,0,0,medium,technical,7754
0.5,0.74,5,256,3,1,0,0,medium,support,7755
0.66,0.72,3,135,2,0,0,0,medium,support,7756
0.61,0.72,4,209,2,0,0,0,medium,support,7757
0.45,0.48,5,287,5,0,0,0,medium,support,7758
0.5,0.95,4,222,3,1,0,0,medium,support,7759
0.75,0.82,3,227,2,0,0,0,medium,support,7760
0.88,0.5,4,162,2,0,0,0,medium,support,7761
0.49,0.79,5,206,2,0,0,0,medium,support,7762
0.82,0.87,5,273,6,0,0,0,medium,support,7763
0.92,0.65,4,135,3,0,0,0,medium,support,7764
0.4,0.85,5,99,2,1,0,0,high,support,7765
0.36,0.61,4,166,4,0,0,0,low,technical,7766
0.8,0.99,5,187,3,1,0,0,medium,technical,7767
0.68,0.65,4,134,3,0,0,0,medium,technical,7768
0.54,0.45,4,137,3,1,0,0,medium,management,7769
0.73,0.69,3,175,2,0,0,0,medium,IT,7770
0.64,0.49,5,188,2,0,0,0,low,IT,7771
0.12,0.39,5,161,4,0,0,0,low,IT,7772
0.6,0.7,4,145,6,0,0,0,low,IT,7773
0.36,0.62,4,111,6,0,0,0,low,IT,7774
0.63,0.76,3,176,2,0,0,0,low,product_mng,7775
0.67,0.94,2,192,3,0,0,0,low,product_mng,7776
0.83,0.9,3,179,2,1,0,0,low,product_mng,7777
0.48,0.9,4,224,3,0,0,0,low,product_mng,7778
0.89,0.56,4,241,5,0,0,0,low,IT,7779
0.71,0.96,3,201,3,0,0,0,low,RandD,7780
0.31,0.59,4,138,2,0,0,0,low,RandD,7781
0.89,0.84,5,168,2,0,0,0,low,RandD,7782
0.38,0.51,2,120,3,0,0,0,low,RandD,7783
0.88,0.92,3,179,3,0,0,0,low,RandD,7784
0.64,0.85,3,250,3,0,0,0,low,marketing,7785
0.65,0.74,4,237,3,1,0,0,low,sales,7786
0.65,0.81,4,192,3,0,0,0,low,accounting,7787
0.54,0.97,4,258,3,0,0,0,low,support,7788
